"Início dos relatórios","Encerramento dos relatórios","Nome do conjunto de anúncios","Veiculação do conjunto de anúncios",Início,"Data da última edição",Término,Resultados,"Indicador de resultados","Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Impressões,Alcance,Frequência,"Cliques no link únicos","CTR (taxa de cliques no link)","CPC (custo por clique no link) (BRL)","CPM (custo por 1.000 impressões) (BRL)","Visualizações da página de destino"
2026-07-01,2026-07-21,"CJ 01 [LL 1%] [CWB 40KM] [20+]",not_delivering,2024-03-28,2024-03-28,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [LL 1%] [CWB 40KM] [20+]",not_delivering,2024-04-11,2024-04-11,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Remarketing] [CWB 40KM] [20+]",not_delivering,2024-04-11,2024-04-18,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses ] [cwb 40KM",not_delivering,2024-04-11,2024-04-11,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [ Interesses] [Geo]",not_delivering,2024-04-16,2024-04-16,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Instagram Post",not_delivering,2024-04-17,2025-12-11,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Remarketing] [CWB 40KM] [20+]",not_delivering,2024-04-19,2024-04-19,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [LL] [CWB 40KM] [20+]",not_delivering,2024-04-19,2024-04-19,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Remarketing] [CWB 40KM] [20+]",not_delivering,2024-04-29,2024-04-29,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [LL 1%] [CWB 40KM] [20+]",not_delivering,2024-04-29,2024-04-29,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing 180D] [CWB 40KM] [20+]",not_delivering,2024-05-14,2024-05-14,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [CWB 40KM] [20+]",not_delivering,2024-05-14,2024-05-16,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03[Interesses] [CWB 40KM] [20+] VD",not_delivering,2024-05-18,2024-05-18,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 04 [Remarketing 180D] [CWB 40KM] [20+] VD",not_delivering,2024-05-18,2024-05-18,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [CWB 40KM] [20+] [Posicionamentos Advantage+]",not_delivering,2024-05-23,2024-05-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [Remarketing] [CWB 40KM] [20+] [Posicionamentos Advantage+]",not_delivering,2024-05-23,2024-05-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [LL 1%] [CWB 40KM] [20+] [Posicionamentos Advantage+] — Cópia — Cópia",not_delivering,2024-05-23,2024-05-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses ] [cwb 40 km ] [25+]",not_delivering,2024-06-12,2024-06-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing ] [cwb 40 km ] [25+]",not_delivering,2024-06-12,2024-06-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [Envolvimento ] [cwb 40 km ] [25+]",not_delivering,2024-06-12,2024-06-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 04 [LL 1% ] [cwb 40 km ] [25+]",not_delivering,2024-06-12,2024-06-12,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Remarketing ] [cwb 40 km ] [19+]",not_delivering,2024-06-14,2024-06-14,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [LL 2%] [Curitiba]",not_delivering,2024-06-15,2024-06-15,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [INTERESSES] [17KM] [ CURITIBA]",not_delivering,2024-06-21,2024-07-31,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [iNTERESSES] [17KM] [ CURITIBA]",not_delivering,2024-07-08,2024-07-08,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Remarketing ] [cwb 40 km ] [19+]",not_delivering,2024-07-09,2024-11-14,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [LL 3% ] [cwb 40 km ] [19+]",not_delivering,2024-07-22,2024-07-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses ] [cwb 40KM",not_delivering,2024-07-22,2024-07-22,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Remarketing] [cwb 40 km ] [19+]",not_delivering,2024-07-23,2024-07-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Remarketing ] [cwb 40KM",not_delivering,2024-07-23,2024-07-23,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [ INTERESSES] [GEO 20KM]",not_delivering,2024-07-23,2024-07-26,Contínuo,,,,30,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing] [GEO 20KM]",not_delivering,2024-07-23,2024-07-26,Contínuo,,,,30,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [LL 3% ] [GEO 20KM]",not_delivering,2024-07-23,2024-07-26,Contínuo,,,,30,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [CWB 20KM] [20+]",not_delivering,2024-07-25,2024-07-25,Contínuo,,,,20,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing] [CWB 20KM] [20+]",not_delivering,2024-07-25,2024-07-25,Contínuo,,,,20,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [CWB 20KM] [20+]",not_delivering,2024-07-25,2024-07-25,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [Geo 22km] [19+]",not_delivering,2024-07-26,2024-07-26,Contínuo,,,,20,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [LL] [Geo 22km] [19+]",not_delivering,2024-07-26,2024-07-26,Contínuo,,,,20,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [Remarketing] [Geo 22km] [19+]",not_delivering,2024-07-26,2024-07-26,Contínuo,,,,20,Diário,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 01 [Interesses] [Geo 22km] [19+]",not_delivering,2024-07-26,2024-07-26,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Remarketing] [Geo 22km] [19+]",not_delivering,2024-07-26,2024-07-26,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 03 [LL] [Geo 22km] [19+]",not_delivering,2024-07-29,2024-07-29,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [LL2%] [17KM] [ CURITIBA]",not_delivering,2024-07-31,2024-07-31,Contínuo,0,reach,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 01 [Interesses -Marcas] [19-65] [40km+] — Cópia",not_delivering,2025-07-01,2025-08-15,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"Cj 02 [LL1%] [19-65] [40km+]",not_delivering,2025-07-15,2025-07-19,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"CJ 02 [Interesses - comuns] [Geo 40 km]",not_delivering,2025-12-04,2026-05-29,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"A/B Criativos -40 km CWB - Redes sociais /1% envolvimento",not_delivering,2026-05-13,2026-05-17,Contínuo,,,,"Usando orçamento da campanha",0,0,0,0,0,,,,0,
2026-07-01,2026-07-21,"4 [CITY MOTORS]---[ADV][LAL][wpp][15km]",inactive,2026-06-29,2026-07-15,Contínuo,,,,39,Diário,0,0,0,0,,,,0,
